ProjectID|CustomerID|ProjectType|Status|StartDateStr|CompletionDateStr|BidAmount|FinalAmount|CostOverrunAmount|ProfitMargin|Warranty|ServicePlan|ConstructionType|SquareFootage|City|Neighborhood|ArchitecturalFirm|GeneralContractor|BidWinDate|EstimatedHours|ActualHours|DelayImpactHours|EstimatedCompletionDate|DelayReason|CustomerSatisfaction
750|140|Home Network Infrastructure|Completed|2023-10-29|2024-04-29|342061.52|415766.23|0|TBD|3 years|Basic|Major Remodel|7548|Seattle|Medina|N/A|Cross Group|2023-10-19|594|656|30|2024-03-23|Material Delays|4
751|258|Golf Simulator Room|Cancelled|2024-04-05|2024-04-05|83565.18|TBD|0.0|TBD|TBD|TBD|Addition|8453|Mercer Island|North End|Montoya PLC|Romero-Russell|2024-03-19|465|5|0|2024-06-28|Scope Change Rejected|N/A
752|420|Whole Home Battery Backup|Completed|2022-05-26|2022-06-29|239089.78|262443.19|0|TBD|3 years|Basic|System Upgrade|9670|Seattle|Madison Park|Watts, Dillon and Parks|Webster-Johnson|2022-05-14|153|201|0|2022-07-01|N/A|5
753|629|Luxury Home Theater|Contract Signed|2023-04-04|N/A|372503.41|TBD|0.0|TBD|TBD|TBD|Addition|3462|Mercer Island|North End|Cooper, Jacobs and Gonzalez|Mason-Downs|2023-02-16|285|TBD|0|2023-06-06|N/A|N/A
754|550|Integrated Climate Control|Completed|2021-03-03|2021-06-18|35978.0|44718.81|0|TBD|3 years|Standard|Major Remodel|13658|Mercer Island|South End|Atkins-Meyers|Carter, Lewis and Terry|2020-12-24|144|125|0|2021-05-31|Subcontractor Issues|5
755|557|Voice Control Integration|Contract Signed|2024-08-21|N/A|170669.27|TBD|0.0|TBD|TBD|TBD|New Construction|4722|Seattle|Broadmoor|Haney Group|Nelson-Crawford|2024-08-03|507|TBD|0|2024-12-05|N/A|N/A
756|334|Automated Shading Solutions|Completed|2023-10-04|2024-01-28|144265.16|180564.89|0|TBD|1 years|Basic|Addition|9171|Seattle|Magnolia|N/A|Reyes and Sons|2023-09-01|539|683|12|2023-12-20|Subcontractor Issues|4
757|391|Outdoor Entertainment System|Proposal|2022-08-31|N/A|141269.88|TBD|0.0|TBD|TBD|TBD|New Construction|5807|Mercer Island|North End|Foster-Vasquez|Dyer-Hubbard|2022-08-19|209|TBD|0|2022-10-07|N/A|N/A
758|249|Outdoor Entertainment System|Completed|2021-03-26|2021-08-02|382617.89|476070.22|0|TBD|3 years|Standard|Addition|3589|Bellevue|Beaux Arts|Wheeler-Stokes|Moss-Holmes|2021-02-21|319|375|45|2021-07-14|Inspection Delays|5
759|454|Outdoor Entertainment System|Completed|2022-03-28|2022-07-19|354769.8|362856.71|0|TBD|2 years|Standard|Addition|11568|Kirkland|Juanita|N/A|Figueroa, Cruz and Green|2022-02-12|593|787|117|2022-06-08|Client Changes|5
760|449|Biometric Security System|Completed|2025-03-14|2025-08-14|378203.89|454915.49|19401.09|TBD|2 years|None|Addition|10353|Issaquah|Issaquah Highlands|N/A|Schultz, Compton and Garner|2025-02-16|179|245|43|2025-07-21|Weather|4
761|773|Integrated Climate Control|Design Phase|2025-03-03|N/A|320099.42|TBD|0.0|TBD|TBD|TBD|System Upgrade|13448|Sammamish|Trossachs|N/A|Gomez-Fuller|2025-02-24|589|TBD|0|2025-05-18|N/A|N/A
762|224|Whole Home Battery Backup|Completed|2024-07-27|2025-01-08|253930.69|309411.04|9170.67|TBD|2 years|None|System Upgrade|11695|Bellevue|Somerset|Allen, Nash and Meadows|Holland-Love|2024-06-28|288|386|22|2024-12-26|Weather|5
763|421|Outdoor Entertainment System|Completed|2021-09-15|2021-12-01|307120.97|296253.67|0|TBD|1 years|Basic|Major Remodel|8424|Bellevue|Beaux Arts|King LLC|Ramos and Sons|2021-08-06|169|195|0|2021-12-10|N/A|4
764|541|Smart Home Integration|Completed|2025-01-27|2025-05-22|149043.96|172044.94|0|TBD|4 years|None|System Upgrade|9549|Sammamish|Trossachs|Holland, Hansen and Nelson|Warren, Ross and Johns|2024-12-14|500|604|37|2025-04-24|Client Changes|3
765|73|Home Network Infrastructure|In Progress|2022-12-05|TBD|291448.13|287439.8|0.0|TBD|TBD|TBD|Major Remodel|6395|Seattle|Laurelhurst|N/A|Hanson, Cook and Johnson|2022-11-17|344|344|0|2023-01-06|N/A|N/A
766|597|Custom Wine Cellar Monitoring|In Progress|2021-11-30|TBD|27189.23|28055.13|0.0|TBD|TBD|TBD|Addition|5648|Seattle|Magnolia|N/A|Ballard-Bailey|2021-11-02|400|400|0|2022-03-24|N/A|N/A
767|30|Automated Lighting Control|Completed|2024-10-19|2025-01-02|38299.32|38110.53|0|TBD|5 years|Basic|New Construction|6692|Seattle|Magnolia|Camacho, Johnson and Faulkner|Smith, Hall and Robinson|2024-09-26|471|409|0|2024-12-28|Client Changes|5
768|375|Integrated Climate Control|Completed|2022-05-10|2022-09-27|147632.09|168655.39|9366.85|TBD|2 years|Standard|New Construction|3625|Issaquah|Issaquah Highlands|N/A|Ferguson, Buckley and Carpenter|2022-04-24|550|730|0|2022-10-16|N/A|4
769|714|Smart Home Integration|Completed|2022-02-28|2022-06-09|384257.28|489582.49|0|TBD|2 years|None|Addition|13814|Sammamish|Sahalee|N/A|Griffith Inc|2022-01-26|373|411|8|2022-05-19|Subcontractor Issues|4
770|118|Smart Water Management|Completed|2024-09-29|2025-02-09|135971.44|160036.81|0|TBD|3 years|Premium|Addition|5195|Issaquah|Squak Mountain|Russell Group|Cherry-Warren|2024-09-18|546|635|78|2025-01-27|Inspection Delays|4
771|69|Voice Control Integration|Completed|2023-01-17|2023-06-10|69347.39|88526.1|0|TBD|3 years|Standard|Major Remodel|4217|Bellevue|Newport Shores|Ellison, Shepherd and Johnson|Ellis Inc|2022-11-29|116|113|0|2023-04-30|Weather|5
772|42|Whole Home Battery Backup|Contract Signed|2024-12-24|N/A|125353.5|TBD|0.0|TBD|TBD|TBD|System Upgrade|8237|Seattle|Broadmoor|N/A|Miller-Smith|2024-12-08|423|TBD|0|2025-04-09|N/A|N/A
773|700|Custom Wine Cellar Monitoring|Contract Signed|2024-09-23|N/A|91114.32|TBD|0.0|TBD|TBD|TBD|Major Remodel|7918|Seattle|Clyde Hill|N/A|Robinson-Cochran|2024-09-07|308|TBD|0|2025-01-29|N/A|N/A
774|734|Golf Simulator Room|Completed|2021-12-19|2022-02-16|102563.76|120552.93|0|TBD|2 years|Standard|New Construction|12435|Bellevue|West Bellevue|Scott, Johnson and Garcia|Suarez, Russell and Black|2021-11-28|212|283|36|2022-02-10|Client Changes|5
775|333|Automated Shading Solutions|Completed|2024-02-04|2024-06-20|357389.39|399367.81|0|TBD|1 years|Premium|New Construction|5233|Sammamish|Trossachs|Hayes, Perkins and Harris|Middleton-Mcdonald|2023-12-30|208|232|10|2024-06-05|Inspection Delays|5
776|71|Automated Lighting Control|Proposal|2021-01-17|N/A|311269.12|TBD|0.0|TBD|TBD|TBD|Major Remodel|7292|Redmond|Education Hill|Simmons, Holt and Cuevas|Shields-Reese|2020-12-17|156|TBD|0|2021-03-10|N/A|N/A
777|89|Automated Shading Solutions|Completed|2024-05-15|2024-10-31|318443.95|315447.74|0|TBD|4 years|Standard|New Construction|5469|Seattle|Medina|N/A|Robinson and Sons|2024-04-28|220|239|13|2024-10-02|Client Changes|3
778|539|Luxury Home Theater|Contract Signed|2024-12-20|N/A|50500.37|TBD|0.0|TBD|TBD|TBD|System Upgrade|12182|Seattle|Clyde Hill|N/A|Gonzalez-Bowers|2024-12-04|269|TBD|0|2025-02-09|N/A|N/A
779|197|Custom Security System|Completed|2021-04-14|2021-11-09|320328.84|316386.34|0|TBD|2 years|Standard|New Construction|11407|Seattle|Broadmoor|Wells, Rodriguez and Wheeler|Erickson PLC|2021-03-28|111|118|6|2021-09-26|Material Delays|4
780|708|Luxury Home Theater|Completed|2024-02-25|2024-06-12|381941.9|493021.96|0|TBD|4 years|None|New Construction|10934|Seattle|Hunts Point|Meyers-Jones|Smith Ltd|2024-02-12|136|187|14|2024-05-17|Subcontractor Issues|5
781|163|Whole Home Battery Backup|Proposal|2024-02-28|N/A|123572.17|TBD|0.0|TBD|TBD|TBD|System Upgrade|3494|Seattle|Madison Park|Graham-Webb|Rodriguez, Russo and Murphy|2024-01-27|558|TBD|0|2024-04-27|N/A|N/A
782|356|Smart Home Integration|In Progress|2022-05-25|TBD|110873.51|111300.12|0.0|TBD|TBD|TBD|Addition|8651|Seattle|Clyde Hill|N/A|Evans-Holmes|2022-05-05|416|416|0|2022-08-30|N/A|N/A
783|96|Automated Lighting Control|In Progress|2021-11-11|TBD|59862.1|54188.34|0.0|TBD|TBD|TBD|Major Remodel|13848|Redmond|Sammamish Valley|Ibarra, Alvarez and Schultz|Holmes and Sons|2021-09-02|195|195|0|2022-04-07|N/A|N/A
784|612|Automated Lighting Control|Completed|2024-10-07|2025-01-18|38767.33|42241.97|0|TBD|5 years|None|New Construction|8658|Sammamish|Sahalee|N/A|Simmons LLC|2024-09-12|363|459|3|2024-11-20|Weather|5
785|508|Custom Wine Cellar Monitoring|In Progress|2023-03-24|TBD|38339.23|38286.72|0.0|TBD|TBD|TBD|System Upgrade|11567|Seattle|Medina|N/A|Lewis-Morris|2023-03-15|180|180|0|2023-06-24|N/A|N/A
786|293|Automated Shading Solutions|In Progress|2021-05-15|TBD|95909.01|86905.47|0.0|TBD|TBD|TBD|Addition|8531|Issaquah|Issaquah Highlands|N/A|Watson, Mccarthy and Kennedy|2021-04-05|470|470|0|2021-06-26|N/A|N/A
787|761|Whole Home Battery Backup|Completed|2024-01-15|2024-08-22|85226.78|96613.9|0|TBD|3 years|Premium|Major Remodel|14237|Bellevue|Somerset|Clark, Peterson and Bautista|Barnett-Mack|2023-12-04|237|316|21|2024-07-04|Weather|4
788|770|Golf Simulator Room|Cancelled|2022-10-10|2022-11-18|304564.93|TBD|0.0|TBD|TBD|TBD|Major Remodel|8092|Redmond|Education Hill|White, Johnson and Hodges|Barber PLC|2022-09-28|256|79|0|2022-12-07|Client Decision|N/A
789|532|Integrated Climate Control|Completed|2023-10-13|2024-03-03|212501.13|204296.36|0|TBD|2 years|Standard|Major Remodel|9737|Bellevue|West Bellevue|Cook-Avila|Castillo Ltd|2023-09-18|600|671|50|2024-01-03|Inspection Delays|5
790|39|Smart Home Integration|Completed|2023-05-13|2023-09-15|64504.28|70317.0|967.57|TBD|2 years|None|Major Remodel|12422|Kirkland|Houghton|Weaver, Dunlap and Pugh|White, Ware and Ross|2023-04-18|569|715|68|2023-08-21|Client Changes|4
791|425|Voice Control Integration|Completed|2023-01-04|2023-02-01|178423.46|203477.24|0|TBD|3 years|Premium|Major Remodel|14518|Bellevue|Newport Shores|Huffman PLC|Anderson Group|2022-12-14|565|515|0|2023-02-04|N/A|4
792|767|Automated Lighting Control|Proposal|2021-08-31|N/A|339840.56|TBD|0.0|TBD|TBD|TBD|New Construction|4463|Redmond|Education Hill|N/A|King-George|2021-08-07|71|TBD|0|2022-01-06|N/A|N/A
793|512|Outdoor Entertainment System|In Progress|2022-11-13|TBD|289749.56|289794.54|0.0|TBD|TBD|TBD|Major Remodel|9222|Redmond|Education Hill|Meyer, Evans and Chambers|Doyle, Clark and Gentry|2022-10-11|428|428|0|2023-02-20|N/A|N/A
794|424|Golf Simulator Room|Completed|2022-07-01|2022-11-14|306851.94|294587.61|0|TBD|5 years|Basic|Major Remodel|3113|Seattle|Hunts Point|Jenkins-Mason|Cook Ltd|2022-06-24|337|337|0|2022-09-19|Material Delays|4
795|102|Biometric Security System|Contract Signed|2021-10-09|N/A|311249.08|TBD|0.0|TBD|TBD|TBD|Addition|7375|Mercer Island|North End|Osborne, Smith and Riley|Burton Group|2021-09-30|265|TBD|0|2021-12-16|N/A|N/A
796|696|Biometric Security System|On Hold|2025-01-28|N/A|310504.97|293846.63|0.0|TBD|TBD|TBD|System Upgrade|13782|Seattle|Clyde Hill|Cox, Tanner and Cardenas|Williams-Johnson|2024-12-11|252|TBD|0|2025-06-20|N/A|N/A
797|194|Smart Home Integration|Cancelled|2021-02-13|2021-04-20|166253.81|TBD|0.0|TBD|TBD|TBD|System Upgrade|3543|Issaquah|Issaquah Highlands|Rose-Juarez|Brewer, Alexander and Cross|2021-01-17|238|36|0|2021-08-11|Client Decision|N/A
798|730|Whole Home Battery Backup|Completed|2024-11-20|2025-01-09|316072.81|304022.27|0|TBD|3 years|Standard|Addition|5829|Redmond|Sammamish Valley|Novak, Trujillo and Perez|Skinner, Bell and Lewis|2024-10-05|286|371|80|2024-12-24|Material Delays|5
799|134|Biometric Security System|Completed|2022-11-18|2023-01-11|174124.68|185487.37|480.32|TBD|3 years|Basic|Addition|14392|Mercer Island|South End|Keller-Vaughn|Parrish LLC|2022-10-16|352|414|0|2023-01-18|N/A|4
800|691|Home Network Infrastructure|Completed|2021-12-12|2022-02-18|129273.15|149050.05|0|TBD|4 years|Standard|System Upgrade|12585|Seattle|Laurelhurst|Anderson, Lopez and Brown|Lopez Group|2021-11-18|154|213|47|2022-01-14|Client Changes|5
801|700|Smart Home Integration|Completed|2023-04-19|2023-09-27|269604.8|320622.28|2308.48|TBD|5 years|None|New Construction|10620|Issaquah|Issaquah Highlands|N/A|Booth, Hunter and Conner|2023-03-26|273|295|0|2023-10-07|N/A|5
802|154|Automated Shading Solutions|Completed|2022-08-05|2022-12-20|49614.22|63126.68|4226.11|TBD|5 years|Basic|Major Remodel|8134|Mercer Island|South End|N/A|Lara-Scott|2022-07-26|499|685|61|2022-11-29|Client Changes|4
803|504|Outdoor Entertainment System|Contract Signed|2024-01-15|N/A|265054.33|TBD|0.0|TBD|TBD|TBD|Addition|14680|Bellevue|Somerset|Vaughan, Patterson and Manning|Reese-Shaw|2023-12-22|534|TBD|0|2024-04-08|N/A|N/A
804|99|Multi-Room Audio Video|Contract Signed|2024-02-11|N/A|169263.89|TBD|0.0|TBD|TBD|TBD|System Upgrade|9199|Bellevue|West Bellevue|N/A|Vaughan-Mcknight|2024-01-29|89|TBD|0|2024-05-04|N/A|N/A
805|308|Smart Home Integration|Completed|2022-12-01|2023-03-11|360074.65|460032.47|0|TBD|5 years|Basic|New Construction|4900|Kirkland|Juanita|N/A|Pierce Ltd|2022-11-03|106|141|29|2023-02-02|Client Changes|5
806|218|Integrated Climate Control|In Progress|2022-06-12|TBD|38739.21|39332.4|0.0|TBD|TBD|TBD|System Upgrade|7971|Seattle|Laurelhurst|N/A|Santana, Barajas and Matthews|2022-05-21|145|145|0|2022-08-01|N/A|N/A
807|177|Custom Wine Cellar Monitoring|Completed|2024-10-05|2025-05-22|18243.69|20324.65|0|TBD|5 years|None|New Construction|13363|Seattle|Broadmoor|Gonzalez and Sons|Johnson, Sims and Watson|2024-08-23|384|365|0|2025-03-23|Subcontractor Issues|4
808|630|Outdoor Entertainment System|Contract Signed|2021-07-14|N/A|294699.7|TBD|0.0|TBD|TBD|TBD|Addition|10914|Issaquah|Squak Mountain|Kirk LLC|Henderson PLC|2021-04-23|71|TBD|0|2022-01-02|N/A|N/A
809|413|Automated Lighting Control|In Progress|2023-04-12|TBD|218922.14|206443.92|0.0|TBD|TBD|TBD|System Upgrade|10526|Seattle|Hunts Point|N/A|Martinez LLC|2023-02-23|191|191|0|2023-05-16|N/A|N/A
810|731|Whole-Home Automation|Completed|2024-10-01|2024-10-29|181226.12|223589.52|0|TBD|4 years|Premium|New Construction|11646|Sammamish|Trossachs|N/A|Clark Ltd|2024-09-04|41|39|0|2024-11-27|N/A|5
811|451|Home Network Infrastructure|Completed|2023-06-10|2023-11-26|202447.7|234404.83|0|TBD|1 years|Standard|Addition|11056|Woodinville|Hollywood Hill|N/A|Nolan PLC|2023-05-22|270|235|0|2023-12-05|N/A|5
812|325|Luxury Home Theater|Contract Signed|2024-11-02|N/A|330617.55|TBD|0.0|TBD|TBD|TBD|System Upgrade|14029|Bellevue|West Bellevue|Barrett, Morales and Gonzalez|Chung and Sons|2024-09-30|395|TBD|0|2025-03-16|N/A|N/A
813|342|Custom Wine Cellar Monitoring|Completed|2023-05-25|2023-09-05|384239.29|401532.44|0|TBD|2 years|Premium|System Upgrade|3057|Seattle|Clyde Hill|N/A|Howard Group|2023-05-05|322|411|0|2023-09-24|N/A|5
814|399|Outdoor Entertainment System|Contract Signed|2025-03-26|N/A|162868.91|TBD|0.0|TBD|TBD|TBD|Major Remodel|3955|Seattle|Queen Anne|Baker-Smith|Johnson PLC|2025-03-18|487|TBD|0|2025-06-11|N/A|N/A
815|344|Luxury Home Theater|In Progress|2022-06-08|TBD|384666.4|381700.35|0.0|TBD|TBD|TBD|System Upgrade|3642|Woodinville|Hollywood Hill|Watkins, Pratt and Hill|Brock Ltd|2022-04-20|493|493|0|2022-10-11|Weather|N/A
816|26|Voice Control Integration|In Progress|2023-11-21|TBD|61520.26|59583.58|0.0|TBD|TBD|TBD|Major Remodel|10900|Woodinville|Bear Creek|Clark-Martin|Thomas Ltd|2023-11-08|318|318|0|2024-01-28|N/A|N/A
817|477|Integrated Climate Control|Completed|2023-01-04|2023-04-19|96501.12|100385.79|1832.94|TBD|4 years|None|Addition|5610|Woodinville|Bear Creek|Howard, Davis and Bray|Smith-Carter|2022-11-13|449|530|26|2023-03-28|Weather|3
818|146|Whole Home Battery Backup|Completed|2022-03-25|2022-06-21|320347.46|386554.37|0|TBD|2 years|Standard|New Construction|3113|Issaquah|Issaquah Highlands|Miller PLC|Lyons Ltd|2022-02-03|230|290|13|2022-06-08|Client Changes|3
819|641|Automated Lighting Control|Completed|2022-05-30|2022-08-10|213048.75|229772.44|0|TBD|2 years|Premium|New Construction|5095|Bellevue|Somerset|N/A|Mahoney-Martinez|2022-05-23|249|213|0|2022-07-07|Weather|3
820|310|Golf Simulator Room|Completed|2022-07-06|2023-01-09|227048.68|246342.1|9427.18|TBD|1 years|None|Addition|7846|Bellevue|Somerset|N/A|Turner Inc|2022-05-26|143|163|20|2022-11-25|Material Delays|5
821|212|Integrated Climate Control|Contract Signed|2024-11-16|N/A|187324.6|TBD|0.0|TBD|TBD|TBD|Major Remodel|10128|Bellevue|Bridle Trails|N/A|Johnson, Young and Ponce|2024-11-03|541|TBD|0|2025-03-20|N/A|N/A
822|694|Luxury Home Theater|Completed|2024-07-12|2024-11-05|97919.49|108679.37|0|TBD|2 years|Standard|Addition|14090|Mercer Island|North End|Evans-Roberts|Robinson-Black|2024-05-19|478|545|26|2024-09-30|Material Delays|5
823|340|Golf Simulator Room|In Progress|2024-11-21|TBD|371716.31|393860.78|0.0|TBD|TBD|TBD|New Construction|14156|Mercer Island|North End|Avila-Washington|Dyer-Matthews|2024-11-05|208|208|0|2025-02-19|N/A|N/A
824|367|Automated Shading Solutions|Completed|2023-06-12|2024-01-13|198617.23|221430.59|0|TBD|4 years|Standard|Addition|7040|Seattle|Broadmoor|N/A|Pugh, Hernandez and Guerra|2023-05-31|454|553|4|2023-11-23|Subcontractor Issues|5
825|587|Multi-Room Audio Video|Completed|2021-07-02|2021-09-22|54515.7|58515.21|0|TBD|4 years|Standard|Major Remodel|14092|Kirkland|Houghton|Little-Murphy|Gallegos, Brooks and Miller|2021-05-24|276|285|4|2021-08-01|Weather|4
826|204|Automated Lighting Control|In Progress|2023-04-30|TBD|221508.14|214768.37|0.0|TBD|TBD|TBD|System Upgrade|9795|Bellevue|Somerset|Tucker Ltd|Duran and Sons|2023-04-07|384|384|0|2023-08-03|N/A|N/A
827|473|Custom Wine Cellar Monitoring|Completed|2021-04-30|2021-06-30|362895.39|393037.23|0|TBD|1 years|Standard|Major Remodel|8749|Woodinville|Hollywood Hill|Frederick-Christian|Kelly, Frye and Gordon|2021-04-08|72|67|0|2021-07-24|N/A|3
828|11|Golf Simulator Room|Completed|2024-12-13|2025-03-02|262485.46|249828.66|0|TBD|2 years|Premium|New Construction|12506|Seattle|Madison Park|Pitts LLC|Owens, Barnes and Rose|2024-12-03|249|337|57|2025-02-24|Material Delays|5
829|629|Custom Wine Cellar Monitoring|Completed|2023-11-30|2024-01-10|301552.97|345328.56|0|TBD|3 years|Basic|Major Remodel|13886|Redmond|Sammamish Valley|Stanley, Miller and Whitehead|Williams, Brown and Palmer|2023-10-26|492|682|190|2024-01-04|Weather|4
830|673|Whole-Home Automation|Proposal|2022-07-27|N/A|237404.74|TBD|0.0|TBD|TBD|TBD|Addition|4584|Kirkland|Juanita|Henderson, Acosta and Rivas|Kirk-Green|2022-07-20|99|TBD|0|2022-12-14|N/A|N/A
831|589|Automated Shading Solutions|On Hold|2024-07-31|N/A|145500.61|145234.12|0.0|TBD|TBD|TBD|Major Remodel|14727|Bellevue|West Bellevue|N/A|Chavez, Garcia and Lloyd|2024-06-20|54|TBD|0|2024-09-26|N/A|N/A
832|758|Whole-Home Automation|Completed|2022-06-07|2022-10-08|259408.16|281755.36|0|TBD|3 years|Standard|New Construction|12062|Seattle|Queen Anne|Summers LLC|Spencer, Richards and Wilson|2022-05-05|279|305|17|2022-08-30|Client Changes|5
833|765|Voice Control Integration|Completed|2021-07-05|2021-12-20|32491.45|40185.23|0|TBD|2 years|Basic|Major Remodel|11247|Seattle|Clyde Hill|Bruce, Mclaughlin and Dixon|Pena LLC|2021-05-11|554|768|0|2021-12-20|N/A|4
834|610|Outdoor Entertainment System|In Progress|2021-11-03|TBD|114232.73|107888.05|0.0|TBD|TBD|TBD|Major Remodel|8870|Bellevue|West Bellevue|Joseph-Williams|Johnson-Cantu|2021-10-03|439|439|0|2022-04-12|N/A|N/A
835|534|Biometric Security System|Contract Signed|2021-08-18|N/A|28363.34|TBD|0.0|TBD|TBD|TBD|Major Remodel|11264|Kirkland|Houghton|Larson-Ward|Guzman-Marsh|2021-07-26|404|TBD|0|2021-10-13|N/A|N/A
836|452|Whole-Home Automation|In Progress|2022-03-06|TBD|349885.75|356002.14|0.0|TBD|TBD|TBD|New Construction|6472|Redmond|Sammamish Valley|Richardson LLC|Dixon, Trevino and Romero|2022-01-15|469|469|0|2022-06-23|N/A|N/A
837|321|Custom Security System|Completed|2023-06-01|2024-01-20|315902.45|305003.15|0|TBD|2 years|Standard|Major Remodel|14911|Issaquah|Squak Mountain|N/A|Anderson, Hernandez and Gonzales|2023-05-10|165|208|5|2023-11-27|Subcontractor Issues|3
838|103|Integrated Climate Control|Completed|2024-02-03|2024-08-30|95674.92|103375.07|0|TBD|1 years|Basic|Addition|14708|Mercer Island|South End|N/A|Evans-Saunders|2023-11-29|111|129|1|2024-07-10|Client Changes|4
839|363|Whole Home Battery Backup|In Progress|2023-11-22|TBD|87628.93|87955.93|0.0|TBD|TBD|TBD|New Construction|3510|Seattle|Hunts Point|N/A|Burton-Peck|2023-11-02|66|66|0|2023-12-22|N/A|N/A
840|119|Luxury Home Theater|On Hold|2021-07-13|N/A|158286.61|171403.22|0.0|TBD|TBD|TBD|New Construction|12793|Bellevue|Bridle Trails|Watson-Russo|Campbell-Erickson|2021-06-30|423|TBD|0|2021-09-04|N/A|N/A
841|658|Custom Wine Cellar Monitoring|Completed|2023-04-02|2023-08-20|46526.82|51253.24|0|TBD|5 years|None|New Construction|10913|Seattle|Medina|Robinson Group|York Ltd|2023-01-10|77|80|0|2023-08-05|Inspection Delays|3
842|139|Smart Home Integration|Completed|2021-10-30|2022-03-02|73137.8|84609.25|805.85|TBD|1 years|None|Major Remodel|7578|Issaquah|Squak Mountain|Burnett, Wright and Carlson|Johnson, Snyder and Page|2021-09-10|206|278|46|2022-01-20|Client Changes|4
843|570|Whole Home Battery Backup|Design Phase|2022-06-28|N/A|338120.2|TBD|0.0|TBD|TBD|TBD|New Construction|10719|Redmond|Sammamish Valley|Orozco-Greene|Kelley-Collins|2022-05-31|258|TBD|0|2022-08-10|N/A|N/A
844|76|Golf Simulator Room|Completed|2021-11-13|2022-01-17|307244.0|371528.59|0|TBD|1 years|Standard|Major Remodel|3975|Bellevue|Newport Shores|Mclaughlin, Murray and Baker|Bruce, Garcia and Simmons|2021-10-01|593|631|0|2022-02-16|N/A|3
845|61|Custom Security System|Completed|2023-10-02|2023-11-29|262372.57|261353.49|0|TBD|1 years|Premium|Major Remodel|14133|Sammamish|Sahalee|Byrd LLC|Hopkins-Freeman|2023-09-01|152|176|0|2023-12-14|N/A|3
846|21|Custom Security System|Completed|2023-01-02|2023-07-25|307877.68|380413.03|0|TBD|2 years|Standard|Addition|12092|Mercer Island|North End|N/A|Rivera PLC|2022-10-28|547|682|34|2023-06-11|Client Changes|4
847|223|Voice Control Integration|In Progress|2024-12-12|TBD|27865.1|25988.54|0.0|TBD|TBD|TBD|New Construction|5309|Woodinville|Bear Creek|N/A|Cooper Inc|2024-12-04|454|454|0|2025-02-07|Material Delays|N/A
